dataset,id,jev,qwen3.5-4b,qwen3.5-9b,qwen3.5-27b,qwen3.5-35b,qwen3.5-122b,qwen3.8-27b
sst5,sst5-test-01081,1,0,0,1,0,1,1
sst5,sst5-test-01696,1,1,1,1,1,1,1
sst5,sst5-test-02035,0,0,1,0,0,0,0
sst5,sst5-test-01278,0,1,1,0,1,0,1
sst5,sst5-test-00121,0,0,0,0,0,0,0
sst5,sst5-test-01531,1,1,0,1,1,1,1
sst5,sst5-test-01513,1,1,1,1,1,1,1
sst5,sst5-test-02048,1,1,1,1,0,1,1
sst5,sst5-test-00581,1,1,1,1,1,1,1
sst5,sst5-test-01176,1,1,1,1,1,1,1
sst5,sst5-test-00550,1,0,0,0,0,0,1
sst5,sst5-test-00857,1,1,1,1,1,1,1
sst5,sst5-test-00103,1,0,1,1,1,1,1
sst5,sst5-test-01725,1,1,1,1,1,1,1
sst5,sst5-test-00546,0,0,0,0,0,0,0
sst5,sst5-test-01985,0,0,0,0,0,0,0
sst5,sst5-test-01357,0,1,0,0,0,0,1
sst5,sst5-test-00031,1,1,1,1,0,0,1
sst5,sst5-test-00313,0,0,0,0,0,1,0
sst5,sst5-test-02089,1,1,1,0,1,0,1
sst5,sst5-test-01108,1,1,1,1,1,1,1
sst5,sst5-test-00264,0,0,0,1,0,1,0
sst5,sst5-test-00472,0,0,0,0,0,0,0
sst5,sst5-test-02031,0,0,0,0,0,0,0
sst5,sst5-test-01648,0,0,0,0,0,0,0
sst5,sst5-test-01775,0,0,0,1,1,1,1
sst5,sst5-test-00570,0,1,0,0,0,1,1
sst5,sst5-test-01628,1,0,1,1,0,1,1
sst5,sst5-test-00620,0,0,0,0,0,0,0
sst5,sst5-test-01940,1,1,1,1,1,1,1
sst5,sst5-test-00279,0,0,0,0,0,0,1
sst5,sst5-test-01582,0,0,1,1,1,1,1
sst5,sst5-test-00503,0,0,0,0,0,1,0
sst5,sst5-test-01703,0,0,0,1,0,1,1
sst5,sst5-test-01580,0,0,0,0,0,0,0
sst5,sst5-test-00234,1,1,1,1,1,1,1
sst5,sst5-test-01285,1,1,1,1,1,1,1
sst5,sst5-test-00864,1,1,1,1,1,1,1
sst5,sst5-test-00599,1,1,1,1,1,0,1
sst5,sst5-test-02037,1,1,0,1,0,0,1
sst5,sst5-test-01656,1,0,0,1,1,1,0
sst5,sst5-test-00821,1,1,1,1,1,1,1
sst5,sst5-test-01884,0,1,0,0,0,0,1
sst5,sst5-test-01320,0,0,0,1,0,1,0
sst5,sst5-test-00009,1,1,1,1,1,1,1
sst5,sst5-test-01337,0,0,0,0,0,0,0
sst5,sst5-test-01646,1,1,0,1,1,1,1
sst5,sst5-test-00067,1,0,0,1,0,1,0
sst5,sst5-test-00945,1,0,1,1,1,0,1
sst5,sst5-test-01125,0,1,1,1,1,0,1
sst5,sst5-test-02020,1,1,1,1,1,0,1
sst5,sst5-test-00194,0,0,0,0,1,1,0
sst5,sst5-test-01979,0,1,0,1,0,0,0
sst5,sst5-test-00438,0,0,1,0,0,0,0
sst5,sst5-test-01452,1,0,1,1,1,1,0
sst5,sst5-test-01152,1,1,1,1,1,1,1
sst5,sst5-test-01711,1,1,1,1,1,0,1
sst5,sst5-test-01007,1,1,1,1,1,1,1
sst5,sst5-test-00788,0,0,1,0,0,0,0
sst5,sst5-test-00618,1,1,1,1,0,1,1
sst5,sst5-test-01738,1,1,1,1,1,1,1
sst5,sst5-test-00640,1,1,0,1,1,1,1
sst5,sst5-test-01239,0,0,0,0,0,0,0
sst5,sst5-test-01641,0,0,0,0,0,0,0
sst5,sst5-test-00671,1,1,1,1,1,0,1
sst5,sst5-test-01554,1,1,1,1,1,0,1
sst5,sst5-test-00791,0,0,1,0,1,1,1
sst5,sst5-test-01805,0,1,0,0,0,0,0
sst5,sst5-test-01408,1,0,0,0,0,1,0
sst5,sst5-test-01728,1,1,0,0,1,1,0
sst5,sst5-test-01153,0,0,1,1,1,0,1
sst5,sst5-test-00900,0,0,0,0,0,0,0
sst5,sst5-test-01592,1,0,1,1,1,1,0
sst5,sst5-test-01828,1,1,1,1,0,0,1
sst5,sst5-test-00060,1,1,1,1,1,1,1
sst5,sst5-test-01306,1,0,1,1,1,1,1
sst5,sst5-test-00229,0,1,1,1,1,1,0
sst5,sst5-test-00177,0,1,1,1,0,1,1
sst5,sst5-test-02097,0,0,0,0,0,0,0
sst5,sst5-test-01011,0,1,0,0,0,0,1
sst5,sst5-test-00676,0,1,1,0,0,0,1
sst5,sst5-test-02038,1,0,1,1,1,1,1
sst5,sst5-test-01548,1,1,1,1,1,1,1
sst5,sst5-test-00047,1,0,1,1,1,0,1
sst5,sst5-test-01972,0,0,1,0,1,1,0
sst5,sst5-test-00879,1,1,1,1,1,0,1
sst5,sst5-test-00407,0,0,0,0,0,0,0
sst5,sst5-test-01719,0,0,1,0,0,0,0
sst5,sst5-test-00601,0,0,0,0,0,0,0
sst5,sst5-test-01063,0,0,0,0,0,0,0
sst5,sst5-test-01263,1,1,0,1,0,1,1
sst5,sst5-test-01188,1,0,1,1,0,1,1
sst5,sst5-test-00066,1,1,0,0,1,1,1
sst5,sst5-test-01695,1,1,1,1,1,1,1
sst5,sst5-test-01618,1,0,1,0,0,0,1
sst5,sst5-test-00861,0,0,1,1,1,1,1
sst5,sst5-test-01144,0,0,0,1,0,1,0
sst5,sst5-test-00197,0,0,0,1,1,0,1
sst5,sst5-test-00200,0,0,0,0,0,0,0
sst5,sst5-test-00873,1,0,1,1,1,0,1
sst5,sst5-test-00227,1,0,1,1,0,1,1
sst5,sst5-test-01126,0,0,0,0,0,0,0
sst5,sst5-test-01038,0,0,0,0,0,0,0
sst5,sst5-test-00877,0,0,0,0,1,1,0
sst5,sst5-test-01867,1,0,1,1,1,1,1
sst5,sst5-test-00488,1,0,0,1,0,1,0
sst5,sst5-test-00448,1,0,1,1,1,1,0
sst5,sst5-test-00582,1,1,0,0,0,0,1
sst5,sst5-test-00145,0,0,0,0,0,0,0
sst5,sst5-test-00504,1,1,1,1,1,1,1
sst5,sst5-test-00427,0,0,0,0,0,0,0
sst5,sst5-test-01980,0,0,1,1,1,1,0
sst5,sst5-test-00950,1,0,1,1,0,0,0
sst5,sst5-test-00334,1,1,0,1,1,1,1
sst5,sst5-test-02198,0,1,0,0,0,0,0
sst5,sst5-test-01655,0,1,0,0,0,0,1
sst5,sst5-test-01487,1,1,1,0,0,1,0
sst5,sst5-test-02009,1,1,1,0,1,0,1
sst5,sst5-test-00809,1,1,1,1,0,0,1
sst5,sst5-test-00816,1,0,1,1,1,1,1
sst5,sst5-test-00026,1,0,0,1,1,0,1
sst5,sst5-test-00058,1,0,1,1,1,1,1
sst5,sst5-test-00892,0,0,0,1,0,1,0
sst5,sst5-test-01576,1,0,1,0,1,0,1
sst5,sst5-test-00114,0,1,0,0,0,0,0
sst5,sst5-test-00512,0,0,0,0,0,1,0
sst5,sst5-test-01918,1,1,1,1,1,1,1
sst5,sst5-test-01539,1,1,0,1,0,1,0
sst5,sst5-test-00872,1,0,1,1,1,1,1
sst5,sst5-test-00835,0,0,0,0,0,1,0
sst5,sst5-test-00431,1,1,1,1,1,1,1
sst5,sst5-test-01850,1,1,1,0,1,0,1
sst5,sst5-test-01433,0,0,0,0,0,0,0
sst5,sst5-test-01552,1,0,1,1,1,1,1
sst5,sst5-test-00284,0,0,0,1,0,1,0
sst5,sst5-test-00029,1,0,1,1,1,1,1
sst5,sst5-test-01323,0,1,0,0,1,0,0
sst5,sst5-test-00208,1,1,0,0,0,0,1
sst5,sst5-test-00793,1,0,1,1,1,1,0
sst5,sst5-test-00566,0,0,0,0,0,0,0
sst5,sst5-test-00661,1,0,1,1,1,1,0
sst5,sst5-test-00388,0,0,0,0,0,0,0
sst5,sst5-test-00416,0,0,0,0,0,0,0
sst5,sst5-test-00978,1,0,1,1,1,1,1
sst5,sst5-test-01190,0,0,0,1,1,1,0
sst5,sst5-test-01205,0,1,0,1,0,1,1
sst5,sst5-test-00500,1,1,0,1,1,1,1
sst5,sst5-test-01138,0,1,0,0,0,0,0
sst5,sst5-test-01313,0,1,0,0,0,0,0
sst5,sst5-test-01295,0,0,0,0,0,0,0
sst5,sst5-test-01760,0,0,0,0,0,0,0
sst5,sst5-test-02203,0,1,0,1,0,0,1
sst5,sst5-test-01105,1,1,0,1,0,1,1
sst5,sst5-test-01275,1,1,1,1,1,1,1
boolq,boolq-val-00145,1,1,1,1,1,1,1
boolq,boolq-val-02432,1,1,1,1,1,1,1
boolq,boolq-val-02888,1,0,1,1,1,1,1
boolq,boolq-val-00380,1,1,1,1,1,1,1
boolq,boolq-val-02414,1,1,1,1,1,1,1
boolq,boolq-val-01715,1,1,1,1,1,1,1
boolq,boolq-val-01383,1,1,1,1,1,1,1
boolq,boolq-val-00036,1,1,1,1,1,1,1
boolq,boolq-val-00387,1,1,1,1,1,1,1
boolq,boolq-val-00637,1,1,1,1,1,1,1
boolq,boolq-val-02006,1,1,1,0,1,1,0
boolq,boolq-val-01696,1,1,1,1,1,1,1
boolq,boolq-val-01111,1,0,0,1,1,1,1
boolq,boolq-val-00943,0,0,0,0,0,0,0
boolq,boolq-val-02694,1,1,1,1,1,1,1
boolq,boolq-val-00025,1,1,1,1,1,1,1
boolq,boolq-val-03213,1,1,1,1,1,1,1
boolq,boolq-val-00000,1,1,0,1,1,1,1
boolq,boolq-val-00215,1,1,1,1,1,1,1
boolq,boolq-val-00466,0,1,1,0,1,1,0
boolq,boolq-val-00334,1,1,1,1,1,1,1
boolq,boolq-val-02719,1,1,1,1,1,1,1
boolq,boolq-val-02110,1,1,1,1,1,1,1
boolq,boolq-val-01660,1,1,1,1,1,1,1
boolq,boolq-val-01089,1,1,1,1,1,1,1
boolq,boolq-val-03160,1,1,1,1,1,1,1
boolq,boolq-val-00363,0,0,0,1,1,1,1
boolq,boolq-val-01240,0,0,0,1,0,0,0
boolq,boolq-val-01500,1,1,1,1,1,1,1
boolq,boolq-val-02995,1,1,1,1,1,1,1
boolq,boolq-val-02640,1,0,1,1,1,1,1
boolq,boolq-val-00688,1,1,1,1,1,1,1
boolq,boolq-val-02964,1,1,1,1,1,1,1
boolq,boolq-val-00803,1,0,0,0,0,1,1
boolq,boolq-val-01363,1,1,1,1,1,1,1
boolq,boolq-val-01454,0,0,0,0,0,0,0
boolq,boolq-val-00997,1,1,1,0,1,1,1
boolq,boolq-val-02143,1,1,1,1,1,1,1
boolq,boolq-val-03072,1,1,1,1,1,1,1
boolq,boolq-val-02446,1,1,1,1,1,1,1
boolq,boolq-val-02003,1,1,1,1,1,1,1
boolq,boolq-val-00701,1,1,1,1,1,1,1
boolq,boolq-val-02933,1,1,1,1,1,1,1
boolq,boolq-val-00460,0,0,0,0,0,0,0
boolq,boolq-val-02045,1,1,1,1,1,1,1
boolq,boolq-val-00340,1,1,1,1,1,1,1
boolq,boolq-val-00808,1,1,1,1,1,1,1
boolq,boolq-val-00366,1,0,0,1,1,1,1
boolq,boolq-val-00650,1,1,1,1,1,1,1
boolq,boolq-val-02206,1,1,1,1,1,1,1
boolq,boolq-val-00749,1,1,1,1,1,1,1
boolq,boolq-val-01630,1,1,1,1,1,1,1
boolq,boolq-val-00645,1,1,1,1,1,1,1
boolq,boolq-val-00218,1,1,1,1,1,1,1
boolq,boolq-val-02848,1,1,1,1,1,1,1
boolq,boolq-val-00319,1,0,1,1,1,1,1
boolq,boolq-val-02762,1,1,1,1,1,1,1
boolq,boolq-val-00901,1,1,1,1,1,0,1
boolq,boolq-val-01181,1,1,1,1,1,1,1
boolq,boolq-val-02033,1,1,1,1,1,1,1
boolq,boolq-val-01492,1,1,1,1,1,1,1
boolq,boolq-val-02841,1,1,1,1,1,1,1
boolq,boolq-val-02602,1,1,0,0,0,0,0
boolq,boolq-val-02213,1,1,1,1,1,1,1
boolq,boolq-val-00209,1,0,1,1,1,1,1
boolq,boolq-val-00044,1,1,1,1,1,1,1
boolq,boolq-val-01514,0,1,0,0,0,1,0
boolq,boolq-val-03190,1,1,1,1,1,1,1
boolq,boolq-val-00677,1,1,1,1,1,1,1
boolq,boolq-val-01475,1,1,1,1,1,1,1
boolq,boolq-val-01330,1,1,1,1,1,1,1
boolq,boolq-val-00448,1,0,0,1,1,1,1
boolq,boolq-val-02428,1,1,1,1,1,1,1
boolq,boolq-val-01830,1,1,1,1,1,1,1
boolq,boolq-val-00832,1,1,1,1,1,1,1
boolq,boolq-val-01364,1,1,1,1,1,1,1
boolq,boolq-val-01959,1,1,1,1,1,1,1
boolq,boolq-val-03136,1,1,1,1,1,1,1
boolq,boolq-val-01287,1,1,1,1,1,1,1
boolq,boolq-val-02149,1,1,1,1,0,0,0
boolq,boolq-val-01749,1,1,1,1,1,1,1
boolq,boolq-val-00414,1,1,1,1,1,1,1
boolq,boolq-val-01187,1,1,1,1,1,1,1
boolq,boolq-val-00055,1,0,1,1,1,0,1
boolq,boolq-val-01381,1,1,1,1,1,1,1
boolq,boolq-val-02530,0,1,1,0,0,0,0
boolq,boolq-val-00275,1,1,1,1,1,1,1
boolq,boolq-val-01799,1,1,1,1,1,1,1
boolq,boolq-val-00394,0,0,0,0,0,0,0
boolq,boolq-val-00072,1,1,1,1,1,1,1
boolq,boolq-val-00775,1,1,1,1,1,1,1
boolq,boolq-val-02053,1,1,1,1,1,1,1
boolq,boolq-val-02257,1,1,1,1,1,1,1
boolq,boolq-val-01958,1,1,1,1,1,1,1
boolq,boolq-val-00310,1,1,1,1,1,1,1
boolq,boolq-val-01647,1,1,1,1,1,1,1
boolq,boolq-val-02510,0,0,0,0,0,0,0
boolq,boolq-val-00031,1,1,1,1,1,1,1
boolq,boolq-val-03091,1,1,1,1,1,1,1
boolq,boolq-val-02725,1,0,0,0,0,0,0
boolq,boolq-val-01064,1,1,1,1,1,1,1
boolq,boolq-val-01203,1,0,0,0,0,1,0
boolq,boolq-val-03189,1,1,1,1,1,1,1
boolq,boolq-val-02879,0,0,1,1,0,0,1
boolq,boolq-val-02861,1,1,1,1,1,1,1
boolq,boolq-val-02798,1,1,1,1,1,1,1
boolq,boolq-val-00588,1,1,1,1,1,1,1
boolq,boolq-val-02937,0,0,0,0,0,0,0
boolq,boolq-val-01824,1,1,1,1,1,1,1
boolq,boolq-val-01057,1,1,1,1,1,1,1
boolq,boolq-val-01821,0,0,0,0,0,0,0
boolq,boolq-val-01825,1,1,1,1,1,1,1
boolq,boolq-val-00539,1,1,1,1,1,1,1
boolq,boolq-val-02304,1,1,1,1,1,1,1
boolq,boolq-val-02145,1,1,1,1,1,1,1
boolq,boolq-val-02558,1,1,1,1,1,1,1
boolq,boolq-val-01046,0,0,0,0,0,0,0
boolq,boolq-val-00407,1,1,1,1,1,1,1
boolq,boolq-val-00642,1,0,1,1,1,1,1
boolq,boolq-val-02690,1,1,1,1,1,1,1
boolq,boolq-val-01897,1,1,1,1,1,1,1
boolq,boolq-val-02707,1,1,1,1,1,1,1
boolq,boolq-val-01792,1,1,1,1,1,1,1
boolq,boolq-val-02860,1,1,1,1,1,1,1
boolq,boolq-val-00333,1,1,1,1,1,1,1
boolq,boolq-val-00939,1,1,1,1,1,1,1
boolq,boolq-val-01987,1,1,1,1,1,1,1
boolq,boolq-val-02810,1,1,1,1,1,1,1
boolq,boolq-val-00826,1,1,1,1,1,1,1
boolq,boolq-val-03195,1,1,1,1,1,1,1
boolq,boolq-val-02537,1,1,1,1,1,1,1
boolq,boolq-val-02009,1,1,1,0,1,1,1
boolq,boolq-val-02168,1,1,1,1,1,1,1
boolq,boolq-val-00148,1,1,0,1,1,1,1
boolq,boolq-val-02502,1,1,1,1,1,1,1
boolq,boolq-val-03125,1,1,1,1,1,1,1
boolq,boolq-val-02984,1,1,1,1,1,1,1
boolq,boolq-val-00804,1,1,1,1,1,1,1
boolq,boolq-val-00926,1,1,1,1,1,1,1
boolq,boolq-val-00503,0,0,0,0,0,0,0
boolq,boolq-val-03019,0,0,0,0,0,0,0
boolq,boolq-val-01456,1,1,1,1,1,1,1
boolq,boolq-val-02131,1,1,1,1,1,1,1
boolq,boolq-val-03024,1,1,1,1,1,1,1
boolq,boolq-val-01419,1,1,1,1,1,1,1
boolq,boolq-val-00399,1,1,1,1,1,1,1
boolq,boolq-val-00201,1,1,1,0,0,1,0
boolq,boolq-val-01032,1,1,1,1,1,1,1
boolq,boolq-val-00883,1,1,1,1,1,1,1
boolq,boolq-val-00992,1,1,1,1,1,1,1
boolq,boolq-val-02523,1,1,1,1,1,1,1
boolq,boolq-val-02683,1,1,1,1,1,1,1
boolq,boolq-val-01374,1,1,1,1,1,1,1
boolq,boolq-val-02031,1,1,1,1,1,1,1
boolq,boolq-val-03155,1,1,1,1,1,1,1
boolq,boolq-val-01591,1,1,0,0,0,0,0
boolq,boolq-val-00613,1,1,1,1,1,1,1
boolq,boolq-val-02832,0,1,1,0,0,0,1
boolq,boolq-val-03119,1,1,1,1,1,1,1
boolq,boolq-val-03224,1,1,1,1,1,1,1
boolq,boolq-val-02948,1,1,1,1,1,1,1
boolq,boolq-val-00940,1,1,1,1,1,1,1
boolq,boolq-val-02170,1,1,1,1,1,1,1
boolq,boolq-val-01417,1,1,1,1,1,1,1
boolq,boolq-val-02136,1,1,1,1,1,1,1
boolq,boolq-val-00569,1,1,1,1,1,1,1
boolq,boolq-val-01269,1,0,0,1,1,0,1
boolq,boolq-val-02587,1,1,1,1,1,1,1
boolq,boolq-val-00236,1,0,0,1,1,0,0
boolq,boolq-val-00976,1,1,1,1,1,1,1
boolq,boolq-val-03097,1,1,1,1,1,1,1
boolq,boolq-val-01036,0,0,0,0,0,0,0
boolq,boolq-val-01878,1,1,1,1,1,1,1
boolq,boolq-val-01487,0,1,1,0,1,1,1
boolq,boolq-val-00446,0,0,1,1,1,0,0
boolq,boolq-val-00214,1,1,1,1,1,1,1
boolq,boolq-val-00834,1,1,1,1,1,1,1
boolq,boolq-val-02321,1,1,1,1,1,1,1
boolq,boolq-val-02516,1,1,1,1,1,1,1
boolq,boolq-val-00064,1,1,1,1,1,1,1
boolq,boolq-val-01484,1,1,1,1,1,1,1
boolq,boolq-val-01219,1,1,1,1,1,1,1
boolq,boolq-val-01400,0,1,0,0,0,0,1
boolq,boolq-val-03197,1,1,1,1,1,1,1
boolq,boolq-val-01505,1,1,1,1,1,1,1
boolq,boolq-val-00934,1,1,1,1,1,1,1
boolq,boolq-val-03001,1,0,1,0,1,1,0
boolq,boolq-val-02639,1,1,1,1,1,1,1
boolq,boolq-val-00602,1,1,1,1,1,1,1
boolq,boolq-val-01854,0,0,0,1,1,0,1
boolq,boolq-val-03076,1,1,1,1,1,1,1
boolq,boolq-val-00336,1,0,1,1,1,1,1
boolq,boolq-val-01122,1,1,1,1,1,1,1
boolq,boolq-val-02605,1,1,1,1,1,1,1
boolq,boolq-val-00035,1,1,1,1,1,1,1
boolq,boolq-val-02721,1,1,1,1,1,1,1
boolq,boolq-val-00361,1,1,1,1,1,1,1
boolq,boolq-val-01644,1,1,1,1,1,1,1
boolq,boolq-val-01270,1,0,0,1,1,1,1
boolq,boolq-val-00537,1,1,1,1,1,1,1
agnews,agnews-test-03411,1,1,1,1,1,1,1
agnews,agnews-test-00671,1,1,0,1,1,1,1
agnews,agnews-test-00977,1,1,1,1,1,1,1
agnews,agnews-test-04891,1,0,0,1,0,1,0
agnews,agnews-test-01628,1,0,1,1,1,1,1
agnews,agnews-test-00134,1,1,1,1,1,1,1
agnews,agnews-test-03211,1,1,1,1,1,1,1
agnews,agnews-test-05231,1,1,1,1,1,1,1
agnews,agnews-test-06281,1,1,1,1,1,1,1
agnews,agnews-test-00491,1,1,1,1,1,1,1
agnews,agnews-test-01616,1,1,1,1,1,1,1
agnews,agnews-test-04500,1,1,1,1,1,1,1
agnews,agnews-test-00403,1,1,1,1,1,1,1
agnews,agnews-test-05838,1,1,1,1,1,1,1
agnews,agnews-test-04403,1,1,1,1,1,1,1
agnews,agnews-test-05313,1,1,1,1,1,1,1
agnews,agnews-test-07032,1,1,1,1,1,1,1
agnews,agnews-test-07044,1,1,1,1,1,1,1
agnews,agnews-test-01797,1,0,0,1,1,1,1
agnews,agnews-test-05809,1,1,1,1,1,1,1
agnews,agnews-test-01513,0,0,0,0,0,0,0
agnews,agnews-test-00929,1,1,1,1,1,1,1
agnews,agnews-test-06352,1,1,1,1,1,1,1
agnews,agnews-test-06943,1,0,0,1,1,1,1
agnews,agnews-test-02009,1,1,1,1,1,1,1
agnews,agnews-test-06405,0,0,0,1,0,0,0
agnews,agnews-test-01919,1,0,0,0,0,0,0
agnews,agnews-test-04952,1,1,1,1,1,1,0
agnews,agnews-test-04524,1,1,1,1,1,1,1
agnews,agnews-test-04663,0,0,0,0,0,0,0
agnews,agnews-test-01552,1,1,1,1,1,1,1
agnews,agnews-test-02476,1,1,1,1,1,1,1
agnews,agnews-test-07342,1,1,1,1,1,1,1
agnews,agnews-test-02810,0,0,0,0,0,0,0
agnews,agnews-test-05902,0,0,0,0,0,0,0
agnews,agnews-test-03195,1,1,1,0,0,0,1
agnews,agnews-test-02737,1,1,1,1,1,1,1
agnews,agnews-test-01277,1,1,1,1,1,1,1
agnews,agnews-test-00556,1,1,0,1,0,1,1
agnews,agnews-test-01436,1,1,1,1,1,1,1
agnews,agnews-test-04012,1,1,0,1,1,1,1
agnews,agnews-test-04394,1,1,1,1,1,1,1
agnews,agnews-test-02092,1,1,1,1,1,1,1
agnews,agnews-test-02115,1,1,1,1,1,1,1
agnews,agnews-test-03559,1,1,1,1,1,1,1
agnews,agnews-test-03055,1,1,1,1,1,1,1
agnews,agnews-test-00164,1,1,1,1,1,1,1
agnews,agnews-test-02331,1,1,1,1,1,1,1
agnews,agnews-test-04257,1,1,0,1,0,0,0
agnews,agnews-test-03955,1,1,1,1,1,1,1
agnews,agnews-test-02366,1,1,1,1,1,1,1
agnews,agnews-test-07104,1,1,1,1,1,1,1
agnews,agnews-test-04239,1,1,1,1,1,1,1
agnews,agnews-test-07502,1,1,1,1,1,1,1
agnews,agnews-test-00367,1,1,1,1,1,1,1
agnews,agnews-test-04252,0,0,0,0,0,0,1
agnews,agnews-test-02691,1,1,1,1,1,1,1
agnews,agnews-test-05870,1,1,1,1,1,1,1
agnews,agnews-test-00948,1,1,1,1,1,1,1
agnews,agnews-test-00190,1,1,0,1,1,1,1
agnews,agnews-test-07242,1,1,1,1,1,1,1
agnews,agnews-test-06725,1,1,1,1,1,1,1
agnews,agnews-test-05571,1,1,1,1,1,1,1
agnews,agnews-test-03273,1,1,1,1,1,1,1
agnews,agnews-test-02692,1,1,1,1,1,1,1
agnews,agnews-test-07589,1,1,1,1,1,1,1
agnews,agnews-test-00649,1,1,1,1,1,1,1
agnews,agnews-test-00581,1,1,0,0,0,1,1
agnews,agnews-test-02549,1,1,1,1,1,1,1
agnews,agnews-test-01947,1,1,1,1,1,1,1
agnews,agnews-test-00905,0,1,1,1,0,1,1
agnews,agnews-test-01719,1,1,1,1,1,1,1
agnews,agnews-test-02527,1,1,1,1,1,1,1
agnews,agnews-test-06391,1,1,0,1,0,1,1
agnews,agnews-test-04214,1,1,1,1,1,1,1
agnews,agnews-test-03538,1,1,1,1,1,1,1
agnews,agnews-test-03771,1,1,1,1,1,1,1
agnews,agnews-test-04015,1,1,1,1,1,1,1
agnews,agnews-test-06708,1,1,1,1,1,1,1
agnews,agnews-test-01405,1,1,1,1,1,1,1
agnews,agnews-test-07118,1,1,1,1,1,1,1
agnews,agnews-test-00345,0,0,0,0,0,0,0
agnews,agnews-test-06175,1,1,1,1,1,1,1
agnews,agnews-test-01041,1,1,1,1,1,1,1
agnews,agnews-test-03121,1,1,1,1,1,1,1
agnews,agnews-test-02630,1,1,1,1,1,1,1
agnews,agnews-test-06072,1,1,1,1,1,1,1
agnews,agnews-test-03072,1,1,1,1,1,1,1
agnews,agnews-test-05482,1,1,0,1,1,1,1
agnews,agnews-test-00351,1,1,1,1,1,1,1
agnews,agnews-test-01394,1,1,1,1,1,1,1
agnews,agnews-test-04568,1,1,1,1,1,1,1
agnews,agnews-test-03030,1,1,1,1,1,1,1
agnews,agnews-test-04461,1,1,1,1,1,1,1
agnews,agnews-test-00909,1,1,1,1,1,1,1
agnews,agnews-test-05529,1,0,0,1,1,0,1
agnews,agnews-test-02806,0,0,0,0,0,0,0
agnews,agnews-test-00515,1,1,1,1,0,0,1
agnews,agnews-test-06307,1,1,1,1,1,1,1
agnews,agnews-test-04898,1,1,0,1,1,1,1
agnews,agnews-test-04141,1,1,1,1,1,1,1
agnews,agnews-test-07405,1,0,0,1,1,1,1
agnews,agnews-test-00021,1,1,1,1,1,1,1
agnews,agnews-test-06775,1,1,1,1,1,1,1
agnews,agnews-test-01771,1,0,1,1,1,1,1
agnews,agnews-test-05607,1,1,1,1,1,1,1
agnews,agnews-test-04527,0,1,0,0,1,0,1
agnews,agnews-test-00283,1,1,1,1,1,1,1
agnews,agnews-test-00643,0,0,0,0,0,1,0
agnews,agnews-test-04137,0,0,0,0,0,0,0
agnews,agnews-test-02386,1,0,0,0,0,0,0
agnews,agnews-test-06205,0,0,0,0,0,0,0
agnews,agnews-test-03546,0,0,1,0,0,0,0
agnews,agnews-test-06687,1,1,1,1,1,1,1
agnews,agnews-test-03157,0,0,0,0,0,0,0
agnews,agnews-test-06654,1,1,1,1,1,1,1
agnews,agnews-test-03547,1,1,1,1,1,1,1
agnews,agnews-test-01564,1,0,1,1,0,1,1
agnews,agnews-test-06199,1,1,1,1,1,1,1
agnews,agnews-test-05667,0,1,0,1,1,1,0
agnews,agnews-test-07581,1,1,1,1,1,1,1
agnews,agnews-test-02963,1,1,1,1,1,1,1
agnews,agnews-test-06692,1,1,1,1,1,1,1
agnews,agnews-test-07249,1,1,1,1,1,1,1
agnews,agnews-test-06226,1,0,1,1,1,1,1
agnews,agnews-test-01608,1,1,1,1,1,1,1
agnews,agnews-test-04907,1,1,1,1,1,1,1
agnews,agnews-test-04759,1,1,1,1,1,1,1
agnews,agnews-test-03690,1,1,0,1,1,1,1
agnews,agnews-test-01388,1,1,1,1,1,1,1
agnews,agnews-test-02312,1,1,1,1,1,1,1
agnews,agnews-test-06342,0,0,0,1,1,1,0
agnews,agnews-test-01344,1,1,1,1,1,1,1
agnews,agnews-test-06617,1,1,1,1,1,1,1
agnews,agnews-test-01717,1,1,1,1,1,1,1
agnews,agnews-test-06834,0,0,0,0,0,0,0
agnews,agnews-test-03107,0,0,0,0,0,0,0
agnews,agnews-test-01565,1,1,1,1,1,1,1
agnews,agnews-test-07545,1,1,1,1,1,1,1
agnews,agnews-test-03729,1,1,1,1,1,1,1
agnews,agnews-test-03756,1,1,1,1,1,1,1
agnews,agnews-test-07391,1,1,1,1,1,1,1
agnews,agnews-test-02267,0,1,1,1,1,1,1
agnews,agnews-test-01692,1,1,1,1,1,1,1
agnews,agnews-test-04049,1,1,1,1,1,1,1
agnews,agnews-test-01299,1,1,1,1,1,1,1
agnews,agnews-test-03556,1,0,1,1,1,1,1
agnews,agnews-test-01504,1,1,1,1,1,1,1
agnews,agnews-test-04805,1,1,1,1,1,1,1
agnews,agnews-test-06026,1,1,1,1,1,1,1
